Unnamed: 0,DSL D-95,FIC21185(F1 Flow),FIC21192(F2 Flow),TIC23115(Feed1 T),TI23029(Feed2 T),FIC23108(SS Flow),PI23105(F Zone P),TI23120(F Zone T),TI23121(SS T),PI23038(BTM P),TI23123(Reflux T),TI23502(D/O Vapor T),FI23107(OF Flow),TI23122(BTM T),TI23116(Top T),TI23117(DSL S Vapor T),TI23119(OV T),PIC23106(Top P),FIC23104(Reflux F),FIC23010(D/O Flow),FI23116(T-AR Flow 1),FI23117(T-AR Flow 2),FIC25103(OVHD Flow 1),FIC23110(OVHD Flow 2),TI23118(D/O Liquid T),FIC23133(R/D Flow),FIC23105(P/A RT Flow),TI23028(P/A RT T),TI21022A(Catalyst T 1),TI21022B(Catalyst T 2),year,month,date,hour
2018-09-30 7:00,405.0,517.5607,123.6535,385.0099,302.8846,12.8028,0.9387,378.4873,297.2004,1.0191,45.5918,336.4823,28.0375,368.3647,110.6354,244.2078,350.3113,0.7318,86.1272,197.5664,140.3532,221.0463,5.0921,28.2973,243.6655,192.887,495.0332,176.6296,400.7658,401.2459,2018,9,30,7
2018-10-01 7:00,403.8,518.616,124.1938,385.0365,302.4149,12.6848,0.9431,377.3469,297.7645,1.0223,45.8614,332.6406,28.6639,368.3766,110.6889,244.3501,357.9599,0.7354,82.9636,196.68,161.7622,202.9604,5.1212,28.5077,243.4721,191.3237,492.898,176.643,400.8653,401.2294,2018,10,1,7
2018-10-02 7:00,404.4,516.8501,125.4361,385.0216,302.1279,12.5011,0.9295,377.9858,296.982,1.0093,44.3999,336.0973,29.4737,368.571,110.7143,244.2801,353.3682,0.7225,82.2204,196.1052,223.4914,134.7648,5.1622,28.5301,242.9525,190.6583,495.2114,177.6508,401.0695,401.7982,2018,10,2,7
2018-10-03 7:00,403.2,518.9858,124.1654,385.015,302.3697,12.4985,0.9314,377.5645,297.0359,1.0097,44.6734,332.7617,30.2974,368.2854,110.6125,244.8136,356.8496,0.7197,86.44,196.2885,225.0381,132.7314,5.2029,28.6129,242.9942,190.5258,495.0486,177.7553,401.0941,401.6636,2018,10,3,7
2018-10-04 7:00,404.4,517.7151,124.4971,384.9899,302.0446,12.5019,0.9329,377.8043,297.2443,1.0129,45.6674,333.9256,29.513,368.3889,110.5879,244.81,355.2115,0.7232,91.6204,196.647,224.5102,133.3158,5.2025,28.83,242.9807,190.8367,495.0233,177.6845,401.1142,401.7127,2018,10,4,7
2018-10-05 7:00,402.6,514.4257,127.9574,385.0193,300.647,12.4997,0.9825,377.7518,296.3429,1.0624,45.6798,334.4223,27.2825,368.4282,110.6649,243.9348,352.4952,0.7723,99.9074,197.2679,184.6755,173.2959,5.3659,29.1126,242.3696,191.4963,495.0611,177.85,402.9967,403.8505,2018,10,5,7
2018-10-06 7:00,403.8,516.7705,125.1532,384.9751,299.8878,12.5001,0.948,377.0089,295.1026,1.0285,45.388,333.1094,17.8007,366.8527,110.4749,241.2918,344.2847,0.7379,90.337,196.3707,72.0832,294.12,5.1901,28.9002,241.2703,191.1038,495.0733,177.1508,401.7241,402.0569,2018,10,6,7
2018-10-07 7:00,402.0,509.3568,126.9226,385.0001,300.2724,12.2989,0.9584,377.4201,296.0601,1.0382,46.0882,333.3165,28.912,368.0324,110.602,244.0071,355.1423,0.748,94.435,196.9129,62.9974,296.8321,5.3363,29.2946,242.2782,191.477,495.2294,177.0495,401.3826,402.169,2018,10,7,7
2018-10-08 7:00,402.0,507.9722,128.0039,384.989,299.6974,12.4977,0.956,377.6924,295.9598,1.0355,45.1786,334.074,27.877,367.9128,110.6904,243.1853,350.7926,0.7485,91.6126,198.0099,70.0068,286.6943,5.3921,29.7173,242.3625,193.3768,499.8118,176.5976,401.4639,402.2871,2018,10,8,7
2018-10-09 7:00,402.6,508.9961,127.8321,384.9864,300.0619,12.5,0.9684,377.3439,297.5686,1.0478,45.3339,334.8306,29.7609,368.6969,110.5648,243.5959,356.7106,0.7599,95.118,197.3482,68.5833,291.491,5.3342,29.755,241.9459,192.3899,500.0596,176.4121,401.5313,401.9517,2018,10,9,7
2018-10-10 7:00,401.2,506.69,128.8961,385.0085,299.4547,12.4988,0.975,376.5647,297.228,1.054,46.09,332.002,29.0798,368.5354,110.5127,243.9979,358.9394,0.7622,97.5993,197.6746,64.9365,294.2707,5.4621,29.8033,241.8207,192.403,499.9828,176.519,401.5717,402.1336,2018,10,10,7
2018-10-11 7:00,400.0,515.8005,127.7297,385.0057,300.8645,12.5027,0.951,377.5437,295.5931,1.0289,43.6048,334.3264,25.9111,368.9476,110.7899,243.472,356.5496,0.7408,81.8412,198.4043,81.0358,282.4314,5.3094,29.9193,243.1266,193.8082,497.8817,176.8435,401.9056,402.4409,2018,10,11,7
2018-10-12 7:00,398.4,508.5583,127.6351,384.9913,300.1772,12.502,0.9335,376.6091,297.132,1.011,43.8181,328.529,28.363,368.3446,110.7917,243.8204,357.0182,0.7222,81.6756,198.3138,68.3741,295.1273,5.2598,29.637,242.8699,193.8132,498.3646,176.6797,401.7323,402.2207,2018,10,12,7
2018-10-13 7:00,400.8,507.3674,127.6276,385.0205,300.2288,12.4995,0.9453,377.6126,296.8893,1.0241,44.9753,335.1243,27.1848,368.1934,110.6405,244.47,355.1847,0.734,92.1781,200.2907,80.2338,282.4548,5.3082,29.4557,242.7467,195.3105,493.7072,176.4087,401.8246,402.5428,2018,10,13,7
2018-10-14 7:00,400.2,508.9401,128.2583,384.9784,300.0108,12.5013,0.9453,377.1889,297.6779,1.0237,44.9347,335.2139,29.9287,368.0549,110.7848,244.2313,356.3153,0.7349,85.3433,200.7274,69.3589,293.1836,5.3095,29.4254,242.9663,196.0357,496.8831,176.3783,401.8306,402.5133,2018,10,14,7
2018-10-15 7:00,400.2,506.8131,128.3376,385.013,299.6353,12.5003,0.9472,377.5852,296.7524,1.0259,45.336,333.9591,29.017,368.3004,110.6347,243.519,354.5556,0.7374,86.5614,200.5307,63.002,298.2191,5.3407,29.9497,242.3835,195.8662,505.2514,176.4469,401.835,402.4844,2018,10,15,7
2018-10-16 7:00,403.0,508.444,128.3167,384.9785,299.45,12.5002,0.9505,377.6636,296.7314,1.0296,45.0977,333.8955,28.5649,368.3629,110.6802,243.0784,354.0649,0.7412,85.043,199.8745,86.9502,274.7722,5.3575,29.9181,241.8058,195.2779,510.2679,176.4302,401.6948,402.3934,2018,10,16,7
2018-10-17 7:00,401.2,507.0905,130.1746,385.0037,298.5127,12.5014,0.9806,377.3608,296.5978,1.0597,45.1536,333.6646,28.7117,368.0738,110.5814,242.9914,355.3693,0.7708,86.0532,200.362,241.9685,118.2169,5.4475,30.258,241.4733,195.441,510.1184,176.4359,402.0296,402.824,2018,10,17,7
2018-10-18 7:00,401.11,424.6776,1.7976,315.6298,283.1101,8.0015,0.8822,298.5417,279.4206,0.9699,42.2154,199.9276,35.0654,315.2113,110.6541,222.969,244.5503,0.7613,42.817,0.0,29.6175,0.0,1.4331,0.8669,181.957,0.0,76.0417,158.6819,346.127,344.8371,2018,10,18,7
2018-10-19 7:00,401.02,421.8573,0.0,173.4301,133.6163,0.0,1.191,162.832,103.2697,1.2157,61.6736,130.0831,43.7264,178.2626,112.5076,109.7032,111.6164,1.2001,24.074,0.0,13.2421,0.0,0.8458,0.0,110.1298,0.0,73.6342,86.8241,177.041,175.4573,2018,10,19,7
2018-10-21 7:00,400.84,43.929,54.157,16.167,23.1629,0.0,1.1859,28.2695,102.4386,1.2034,22.463,31.0136,50.636,21.3013,33.776,28.0046,62.2207,1.19,71.7303,0.0,17.0451,0.0,0.9477,0.0,22.6948,0.0,71.5202,17.7001,49.4217,49.2601,2018,10,21,7
2018-10-22 7:00,400.76,94.3439,5.3544,17.645,118.3124,0.0,0.6918,118.4005,103.1752,0.7074,118.2344,118.1953,0.0,125.1891,116.933,180.3938,119.1409,0.695,85.9185,0.0,17.6613,1.139,2.4255,10.0466,119.4841,0.0,96.5518,118.6556,45.334,45.4515,2018,10,22,7
2018-10-23 7:00,400.67,65.0608,0.0,19.5372,123.4691,0.0,1.0018,123.5225,103.0111,1.016,123.3688,123.4413,0.0,123.5185,122.0927,182.1885,123.919,1.0055,92.6982,0.0,0.0106,0.0,3.8255,0.0,136.3167,0.0,120.9431,123.8482,44.9947,45.1401,2018,10,23,7
2018-10-24 7:00,400.58,95.6087,0.0,20.4777,190.3254,0.0,1.1221,196.5207,103.2026,1.0971,125.3023,196.2904,0.0,216.2707,155.9691,190.0891,162.9241,0.2404,0.0,0.0,0.0,0.0,3.2848,0.3938,129.9233,0.0,0.0,125.9095,44.5688,44.7048,2018,10,24,7
2018-10-25 7:00,400.49,97.2394,0.0,19.048,20.6795,0.0,-0.0095,29.9982,102.7493,0.0047,17.3133,23.1733,60.3412,22.5837,23.244,32.4557,62.6738,-0.0001,0.0,0.0,0.0,0.0,1.2405,0.0,28.6267,0.0,0.0,29.5326,44.9977,44.811,2018,10,25,7
2018-10-26 7:00,400.4,110.9618,0.0,18.3598,22.8665,0.0,-0.0091,36.2835,28.9518,0.0049,17.4939,26.467,60.1582,20.97,20.4688,18.7683,76.5725,-0.0001,0.0,0.0,0.0,0.0,1.2696,0.0,26.7935,0.0,0.0,18.8855,44.977,43.8511,2018,10,26,7
2018-10-27 7:00,400.31,99.1803,0.0,17.5014,18.0109,0.0,-0.0092,24.3275,18.9939,0.0052,16.0167,26.5025,59.9074,17.1064,15.6092,16.3708,89.4824,-0.0001,0.0,0.0,0.0,0.0,1.2284,0.0,19.927,0.0,0.0,17.3803,42.9443,42.4475,2018,10,27,7
2018-10-28 7:00,400.22,109.0089,0.0,14.8975,15.0982,0.0,-0.0093,13.5184,14.6917,0.0052,14.4589,19.2921,59.9077,14.8667,14.1739,14.1627,91.5006,-0.0002,0.0,0.0,0.0,0.0,1.1414,0.0,15.3687,0.0,0.0,14.1522,40.9601,39.3802,2018,10,28,7
2018-10-29 7:00,400.13,91.5288,0.0,16.7565,17.3187,0.0,-0.009,16.2134,17.3151,0.0057,17.2046,19.8921,60.0326,17.4613,17.0085,16.9076,90.8805,-0.0001,0.0,0.0,0.0,0.0,1.2851,0.0,17.6579,0.0,0.0,17.1165,40.0592,37.2447,2018,10,29,7
2018-10-30 7:00,400.04,113.5501,0.0,15.4311,13.1102,0.0,-0.0093,14.347,14.6877,0.0051,11.752,13.6705,58.9464,14.1371,11.2184,11.8379,86.2211,-0.0002,0.0,0.0,0.0,0.0,1.2024,0.0,15.0665,0.0,0.0,13.3893,36.0525,33.5227,2018,10,30,7
2018-10-31 7:00,399.96,90.5822,0.0,13.6574,13.2482,0.0,-0.0093,13.5515,13.3679,0.005,12.4707,13.5518,59.109,13.2352,12.0536,12.4856,72.3474,-0.0001,0.0,0.0,0.0,0.0,1.2299,0.0,13.4449,0.0,0.0,12.5886,34.9145,31.3126,2018,10,31,7
2018-11-01 7:00,399.87,138.2546,0.0,13.4748,11.421,0.0,-0.0093,13.6562,13.0625,0.0049,10.6987,12.3158,59.0943,18.3406,10.6241,11.3792,74.8181,-0.0001,0.0,0.0,0.0,0.0,1.1993,0.0,13.3114,0.0,0.0,12.0413,30.4934,28.6852,2018,11,1,7
2018-11-02 7:00,399.78,144.6315,0.0,13.6747,13.8987,0.0,-0.0093,16.0569,13.6632,0.0052,12.8896,15.4299,60.0762,13.9303,12.9347,13.298,86.3852,-0.0001,0.0,0.0,0.0,0.0,1.2625,0.0,13.797,0.0,0.0,13.3887,27.7756,25.6628,2018,11,2,7
2018-11-03 7:00,399.69,69.1891,0.0,14.2898,13.0922,0.0,-0.0093,15.1338,14.1852,0.0052,12.2404,15.4083,59.9427,14.547,12.6467,13.0321,84.5583,-0.0002,0.0,0.0,0.0,0.0,1.305,0.0,14.385,0.0,0.0,13.5233,27.4828,23.3525,2018,11,3,7
2018-11-04 7:00,399.6,79.6947,0.0,14.8672,14.1396,0.0,-0.009,18.0906,15.1191,0.0051,13.208,16.2329,60.1242,14.9375,13.8448,14.2441,90.5661,-0.0001,0.0,0.0,0.0,0.0,1.387,0.0,15.4443,0.0,0.0,14.7099,23.7145,21.7981,2018,11,4,7
2018-11-05 7:00,399.51,254.0005,0.0,15.4422,14.4557,0.0,-0.0091,18.5975,15.6287,0.0052,13.6427,16.3978,60.1681,15.2104,14.2718,14.6345,89.9813,-0.0001,0.0,0.0,0.0,0.0,1.4273,0.0,16.0171,0.0,0.0,15.1105,22.2873,20.6777,2018,11,5,7
2018-11-06 7:00,399.42,260.0752,0.0,17.0255,16.1276,0.0,-0.0089,19.2974,17.1382,0.0053,15.7288,17.2847,60.0523,17.6002,16.1107,16.4188,86.398,0.0,0.0,0.0,0.0,15.7159,1.522,0.0,17.1362,0.0,0.0,16.6073,24.8966,21.4616,2018,11,6,7
2018-11-07 7:00,399.33,264.5619,0.0,19.0134,18.95,0.0,-0.0085,20.5442,19.2652,0.0056,19.3701,19.0307,60.2646,20.8859,19.4708,19.3152,85.3099,0.0,0.0,0.0,0.0,0.1164,1.651,0.0,18.9565,0.0,0.0,18.9977,24.0614,22.5868,2018,11,7,7
2018-11-08 7:00,399.24,270.9119,0.0,19.0571,17.825,0.0,-0.0085,21.0105,19.0652,0.0056,18.0357,20.3316,60.2743,19.276,17.5218,18.4565,91.1376,0.0,0.0,0.0,0.0,3.3085,1.5311,0.0,19.085,0.0,0.0,18.5885,23.2037,19.9896,2018,11,8,7
2018-11-09 7:00,399.16,277.2879,0.0,18.4005,19.1734,0.0,-0.0085,21.5414,20.1013,0.0041,19.6093,21.2849,58.7056,19.8105,19.2051,18.9531,86.2676,0.0,0.0,0.0,0.0,5.0409,1.5229,0.0,20.3441,0.0,0.0,19.8192,23.4098,20.1873,2018,11,9,7
2018-11-10 7:00,399.07,280.5176,0.0,15.7806,14.2979,1.4676,-0.0088,18.3979,15.5086,0.0043,13.712,17.643,58.3742,15.3711,13.7933,13.9202,78.4964,-0.0001,0.0,0.0,49.8173,88.7842,1.3797,0.0,15.9936,0.0,0.0,14.946,21.2576,17.2512,2018,11,10,7
2018-11-11 7:00,398.98,282.6297,0.0,16.335,15.4267,1.3928,-0.0087,18.9704,16.5435,0.0057,14.8919,18.2962,59.5535,16.7805,15.3261,15.294,82.6651,0.0,0.0,0.0,55.7326,0.0,1.4237,0.0,16.8562,0.0,0.0,16.1079,21.7793,17.9623,2018,11,11,7
2018-11-12 7:00,398.89,282.8813,0.0,15.7875,14.9134,0.1665,-0.0085,18.4823,16.1826,0.0043,15.323,18.0797,59.2511,16.8124,15.0964,15.4886,72.8582,0.0,0.0,0.0,61.1338,0.0,0.0,0.0,16.2994,0.0,0.0,15.4253,21.3073,20.4476,2018,11,12,7
2018-11-13 7:00,398.8,286.9183,0.0,15.3152,15.2389,0.0,-0.0085,16.8239,15.7413,0.0048,15.6298,16.7095,59.4179,17.2651,15.2818,15.6924,75.1778,0.0,0.0,0.0,61.7137,0.0,1.2704,0.0,15.6121,0.0,0.0,15.3227,22.8038,21.819,2018,11,13,7
2018-11-14 7:00,398.71,289.5714,0.0,14.3391,16.5945,1.3751,-0.0087,33.7452,14.4748,0.0042,12.9395,15.6468,59.6065,16.2687,13.4746,13.5499,69.6519,0.0,0.0,0.0,65.521,0.0,0.0,0.0,14.2941,0.0,0.0,13.5132,23.09,21.9176,2018,11,14,7
2018-11-15 7:00,398.62,290.4822,0.0,14.1604,17.3013,1.4199,-0.0087,31.4614,14.2576,0.0042,12.4313,15.7416,60.0137,15.9397,12.6462,13.6246,67.75,-0.0001,0.0,0.0,65.7756,0.0,1.4737,0.0,14.1239,0.0,0.0,13.2524,23.014,22.0688,2018,11,15,7
2018-11-16 7:00,398.53,293.6405,0.0,12.1508,20.516,9.1565,0.5165,28.9198,199.1323,0.5303,14.4406,21.4394,59.158,16.7193,19.3656,15.3709,52.3288,0.5209,0.0,376.7829,48.9396,0.0,1.6742,0.0,15.9306,0.0,0.0,16.5728,66.0656,68.3327,2018,11,16,7
2018-11-17 7:00,398.44,293.0488,0.0,14.4727,20.6633,1.8153,0.9994,34.4787,124.0057,1.0133,13.1542,18.2175,59.3397,23.1015,14.0693,15.6853,57.0223,1.0051,0.0,0.0,53.3002,0.0,1.1371,0.0,15.3642,0.0,0.0,14.4679,165.0969,163.7067,2018,11,17,7
2018-11-18 7:00,398.36,453.5088,0.0,133.9606,70.4857,2.2602,1.0853,104.9213,210.5109,1.1033,14.297,25.7535,59.2514,137.4785,16.7549,18.5523,94.6514,1.0896,0.0,0.0,54.62,0.0,1.1114,0.0,15.2869,0.0,0.0,14.135,157.4166,156.4767,2018,11,18,7
2018-11-19 7:00,398.27,635.0507,0.0,177.7137,103.5509,2.3047,1.7927,163.6064,223.6645,1.8204,13.8946,81.2183,58.4737,178.8468,47.0452,42.7708,117.5943,1.8017,0.0,0.0,573.3614,0.0,1.0661,0.0,54.812,0.0,0.0,12.6342,180.8663,180.3883,2018,11,19,7
2018-11-20 7:00,398.18,638.5577,0.0,270.6662,179.4596,6.3178,1.6876,256.6186,280.3933,1.7659,18.5546,226.0217,54.678,268.6355,135.0256,146.4078,180.2349,1.6646,11.9473,0.0,406.0706,0.0,1.6637,9.774,195.3618,0.0,0.0,56.0669,294.9027,294.3052,2018,11,20,7
2018-11-21 7:00,398.09,631.9061,0.0,335.4962,310.254,10.6044,0.8219,329.0995,270.2649,0.9088,36.7837,291.8237,47.8094,331.7584,115.6584,223.8916,261.0293,0.6998,0.0,39.6181,373.1186,0.0,1.92,14.798,231.0911,37.4151,240.054,194.5595,350.5285,350.3398,2018,11,21,7
2018-11-22 7:00,398.0,634.2655,32.2336,354.4791,318.8298,12.0012,0.8647,348.4087,282.5231,0.9465,39.1593,312.7112,30.3511,348.1495,111.7015,239.0639,288.1628,0.6999,59.1279,78.2257,476.9411,0.0,2.0908,15.9292,234.2086,71.3402,239.8805,188.8204,364.3111,364.0586,2018,11,22,7
2018-11-23 7:00,418.8,636.366,32.3845,354.4322,323.4625,12.5012,0.8553,348.8359,295.2526,0.9355,39.9604,317.7996,32.9234,348.5513,111.4857,238.6512,293.8638,0.7,53.8644,75.0544,479.5751,0.0,1.8258,10.0164,233.9733,71.0056,240.0394,188.9206,364.1865,363.9443,2018,11,23,7
2018-11-24 7:00,404.2,636.5328,34.2775,354.4763,323.6602,12.5003,0.8592,349.206,297.4258,0.9394,40.9988,312.9831,30.589,348.2476,111.4086,238.8073,299.8456,0.7,58.207,73.4699,404.6075,4.126,1.8148,10.1447,231.3335,69.9632,239.957,188.4867,364.1064,363.9626,2018,11,24,7
2018-11-25 7:00,413.2,636.8612,33.2318,354.9765,323.758,12.4993,0.8633,347.8027,298.0911,0.9447,42.72,303.8848,29.2214,348.534,111.1521,239.9953,308.2082,0.7002,60.4569,68.9681,269.8792,206.0292,1.9029,7.6847,229.3826,62.4853,239.8969,189.6152,363.8217,363.757,2018,11,25,7
2018-11-26 7:00,396.8,637.0154,32.7924,355.6059,324.2953,12.7019,0.8163,349.0065,299.4653,0.8977,41.8881,307.1882,31.0787,349.3142,110.9039,236.1915,304.2563,0.6502,71.4099,71.3031,188.0784,292.8585,1.965,8.7918,226.1744,63.0101,239.9368,188.3957,363.7416,363.6717,2018,11,26,7
2018-11-27 7:00,403.6,636.4122,32.7291,355.997,324.022,12.7023,0.8124,349.6704,300.6335,0.8938,41.7547,308.4595,31.1175,349.7123,110.7976,237.5592,297.8991,0.6501,68.5922,72.2558,182.5001,296.8317,1.9701,9.2353,228.5968,64.7537,240.117,187.8193,363.6646,363.6255,2018,11,27,7
2018-11-28 7:00,404.2,636.3233,33.6532,356.9957,324.3776,13.4953,0.8112,351.7774,301.2181,0.8938,40.96,310.666,19.4726,350.4366,110.8059,239.4049,302.2331,0.6506,69.2761,72.8129,183.92,291.7535,2.0343,8.7134,233.0272,67.5602,235.9948,187.8449,363.5499,363.5172,2018,11,28,7
2018-11-29 7:00,406.6,636.3135,33.9151,357.9784,325.914,13.503,0.7825,352.7921,301.1264,0.8642,41.2973,308.5313,7.2145,351.1307,110.962,240.8309,316.8836,0.6201,67.6759,74.4076,188.3543,285.8754,1.9499,8.4444,234.9373,88.2107,236.4707,187.9726,363.6335,363.5443,2018,11,29,7
2018-11-30 7:00,408.8,636.5623,34.0877,359.5027,326.7364,13.5004,0.7807,354.5696,299.8564,0.8626,40.9396,311.9686,0.0,352.0279,110.3361,239.7454,315.0371,0.6181,64.4501,72.8847,170.9531,307.4601,1.9952,9.1457,234.2757,88.8087,250.0082,188.6057,363.4634,363.3648,2018,11,30,7
2018-12-01 7:00,397.8,636.7405,33.8449,359.4931,326.1629,13.002,0.8097,353.326,299.7121,0.8911,41.1173,307.7821,0.0,352.2703,109.846,235.7842,311.5401,0.6399,80.033,71.3074,179.2806,301.2221,2.0208,9.6541,226.5957,86.2952,257.9842,191.2549,363.4437,363.2792,2018,12,1,7
2018-12-02 7:00,396.6,637.6005,33.3813,359.4949,325.9679,13.0001,0.8111,352.3997,300.3204,0.8923,42.124,302.99,0.0,352.0428,109.8231,234.709,323.8499,0.6399,79.0876,70.8769,165.5092,318.0153,2.0132,7.7313,224.4522,85.7258,265.0706,191.0288,363.3645,363.252,2018,12,2,7
2018-12-03 7:00,400.0,637.8393,33.0161,359.4852,326.0335,12.998,0.8069,353.6616,300.6046,0.8884,43.7947,309.3801,0.0,351.7441,109.5926,235.6251,312.4972,0.6399,75.9495,70.6444,169.5153,311.9784,1.9485,8.0927,227.1376,87.0089,265.2058,191.1346,363.2052,362.9919,2018,12,3,7
2018-12-04 7:00,398.6,638.4267,33.3619,359.473,325.9241,12.9974,0.8112,352.785,301.3532,0.8931,44.4701,307.9041,0.0,351.7452,109.6695,235.5309,324.98,0.6401,78.3805,70.3212,171.4705,311.6029,2.1066,7.8631,225.9643,87.3091,265.1126,191.2115,363.4543,363.3386,2018,12,4,7
2018-12-05 7:00,399.8,637.5121,33.7443,359.4881,326.3763,12.9993,0.8086,353.4365,298.952,0.8902,42.0223,307.3483,0.0,352.2301,109.9259,235.3798,312.5066,0.6397,70.9345,68.4681,169.5646,314.1723,2.0021,8.9613,226.2696,65.5346,265.0853,191.382,363.7582,363.6563,2018,12,5,7
2018-12-06 7:00,399.8,637.1903,33.9081,359.4851,326.5121,13.0012,0.8079,353.3268,299.1684,0.8901,42.4192,303.7528,0.0,352.2138,109.9715,235.8086,315.7156,0.64,71.2559,68.9748,157.1632,325.8806,1.9655,7.5263,227.3334,66.3403,265.0639,191.3678,363.6308,363.5627,2018,12,6,7
2018-12-07 7:00,399.2,636.335,34.4179,359.4863,326.8383,13.0011,0.8056,353.5575,299.4277,0.8866,40.7479,305.2208,0.0,352.3984,110.0962,237.2521,313.4354,0.6399,59.5713,66.9751,155.1138,328.4231,1.9627,9.9063,229.4583,65.0919,261.5346,191.0209,364.3421,364.251,2018,12,7,7
2018-12-08 7:00,398.4,636.3603,34.6632,359.4674,326.0424,12.9972,0.8094,353.6598,297.8901,0.8885,40.6454,304.7366,0.0,352.5061,110.2106,236.321,319.0974,0.6402,56.3977,69.6129,170.4822,307.6677,1.8867,9.5344,227.5027,66.8847,250.0093,191.0771,364.8689,364.7155,2018,12,8,7
2018-12-09 7:00,397.2,637.0746,34.2821,359.9877,326.6214,13.0001,0.8078,354.5626,297.4702,0.8869,39.4052,308.1484,0.0,353.1162,110.2035,236.7501,318.0538,0.6399,78.5478,68.1822,161.9221,317.706,1.947,9.9269,228.8587,66.442,249.0965,191.1355,364.8565,364.7437,2018,12,9,7
2018-12-10 7:00,404.0,636.8882,34.3904,360.0108,326.6997,13.0015,0.808,354.2705,298.7274,0.8882,40.5454,308.8233,0.0,352.7544,110.088,236.3167,315.9406,0.64,79.7146,68.3988,158.8985,322.8946,1.7939,8.2554,227.5998,66.5504,260.0575,190.9548,364.6788,364.583,2018,12,10,7
2018-12-11 7:00,398.6,636.527,35.8122,361.0047,326.6063,13.0014,0.8119,354.6987,299.061,0.8936,42.2582,300.9751,0.0,353.4276,109.8681,235.3539,320.4449,0.64,84.7421,70.692,170.1239,308.4533,2.0662,8.6856,225.7936,67.9477,267.9424,190.8536,364.8744,364.8249,2018,12,11,7
2018-12-12 7:00,398.6,637.078,36.4382,361.9909,327.0781,13.0049,0.8126,356.0273,297.8277,0.8925,41.2038,304.1485,0.0,354.4022,110.0271,236.4249,324.3608,0.6401,84.3035,71.9566,163.5087,313.5029,2.0667,8.3644,227.7123,69.5234,268.0993,190.9208,365.3546,365.2135,2018,12,12,7
2018-12-13 7:00,398.4,637.271,36.376,361.9721,326.9721,12.9987,0.8108,356.0673,298.514,0.8911,41.4724,303.4455,0.0,354.4033,109.9904,235.8938,324.3629,0.6399,85.2385,72.1614,170.5979,307.5112,1.7299,8.7138,227.0756,69.7518,280.0477,190.8884,365.4169,365.2775,2018,12,13,7
2018-12-14 7:00,400.4,636.5986,37.1237,363.4509,327.8553,12.9991,0.811,357.8308,298.1926,0.8908,40.4985,305.554,0.0,355.7682,110.1746,237.0094,322.8968,0.6401,86.2929,73.6501,168.119,307.5247,1.7741,8.9244,228.5245,71.2391,280.0563,190.9985,365.9831,365.8721,2018,12,14,7
2018-12-15 7:00,396.0,636.1999,37.7561,363.4984,327.4325,13.0027,0.8141,356.6912,298.7293,0.8945,41.1866,299.7828,0.0,355.5008,110.1091,236.4794,328.5395,0.6399,84.8741,72.8559,169.9264,307.8178,1.8281,8.7934,227.1381,69.8773,279.9931,190.8526,366.1492,366.0463,2018,12,15,7
2018-12-16 7:00,396.6,636.8692,38.2642,363.4551,326.7815,12.9993,0.8171,356.9617,299.7329,0.8978,42.5233,298.6173,0.0,355.2473,109.8091,236.3993,332.2047,0.6401,88.1354,76.412,172.9804,301.9308,1.8262,8.8673,226.8735,72.7334,279.989,190.9267,366.1989,366.0656,2018,12,16,7
2018-12-17 7:00,398.0,635.7268,38.5904,363.5047,326.5178,12.9989,0.8161,356.926,300.2597,0.8964,43.2981,301.222,0.0,355.2412,109.9247,237.4689,333.3925,0.6401,87.8445,76.9787,169.3584,303.0352,1.7102,8.7136,228.4204,74.0976,280.0212,191.0861,366.2704,366.1525,2018,12,17,7
2018-12-18 7:00,396.6,635.8854,38.9981,363.4973,326.5875,12.999,0.8169,356.4018,298.6581,0.8967,41.9717,297.461,0.0,355.2544,110.0252,237.4276,332.1402,0.6401,86.1592,76.2051,176.9183,297.2407,1.6989,8.7443,228.6221,73.6773,280.1015,191.0697,366.5912,366.44,2018,12,18,7
2018-12-19 7:00,396.0,639.8765,39.7802,363.9841,326.4328,12.9976,0.8165,357.2163,298.7699,0.8969,43.597,296.7015,0.0,355.4706,109.8744,238.4362,331.5949,0.6398,85.7202,78.3428,188.4473,288.8707,1.7412,9.1411,229.8386,75.76,280.0649,190.9815,366.708,366.4353,2018,12,19,7
2018-12-20 7:00,399.8,639.8516,40.152,364.4826,327.1028,13.0016,0.8156,358.682,298.8807,0.897,42.962,303.7699,0.0,356.0342,109.8019,239.0348,329.1071,0.6399,84.1826,80.7194,183.4023,294.2018,1.8172,9.3657,231.288,79.7649,280.1557,190.8716,367.1635,366.9334,2018,12,20,7
2018-12-21 7:00,399.8,642.8135,40.8832,364.4886,326.6799,13.0003,0.8185,358.2844,299.3776,0.8983,43.1274,305.2969,0.0,355.9905,109.7869,238.5416,334.2046,0.6396,87.6108,81.746,185.6035,294.8265,1.8498,9.6259,230.2949,78.9074,280.0232,190.6582,367.5002,367.3651,2018,12,21,7
2018-12-22 7:00,402.2,643.2407,41.1959,364.7661,326.8619,12.9991,0.8173,359.3961,299.93,0.8987,42.6439,307.2532,0.0,356.5831,109.8149,238.932,328.565,0.6399,87.6857,83.1969,183.9121,296.949,1.8173,10.5226,230.9556,80.7218,279.9609,190.8861,367.6134,367.4186,2018,12,22,7
